"","IFNg","IL.2","IL.6","IL.7","IL.8","IL.15","KC.like","IL.10","IL.18","iav"
"1461",-0.420081860715774,0.712492433797841,-0.803476139024149,0.889083977283748,-2.91259042498982,-0.767647541263126,-1.43680447357327,-1.98997650304361,6.72900053152816,"IAV+"
"1463",-4.07988213595674,3.882856952212,-0.765613152692376,0.277617466823572,-3.025952788094,-1.24819249829675,0.58798420940097,-2.18741419083706,6.55859613744039,"IAV+"
"1465",2.3692166349433,-2.83434130715781,-2.72613765932833,1.61734888665555,-2.55283509372725,-0.134097657851552,-0.37018304721351,-1.19781924493174,5.82884848861133,"IAV+"
"1476",-1.05159761968035,0.758476514042238,-1.72872519500787,0.872006911273557,-2.81761603283872,-0.686584293456108,0.14156237515914,-1.82069871565407,6.33317605616217,"IAV-"
"1501",2.65548573788627,-2.02741361694489,-0.979285307366839,1.47812015798064,-2.9172022436903,-0.458501171009724,-3.01789740919796,-1.73739712913565,7.00409098147843,"IAV-"
"1507",1.81726593594691,-2.28916423638879,-2.23776387996772,1.87624404183866,-3.03519270411628,-0.222033790248796,-0.956555207365219,-1.56595220785732,6.61315204815856,"IAV+"
"1513",-2.76817867624314,3.48702261250111,-0.860394489052184,-1.14267711132595,-5.24537585939323,-3.06927363291377,1.30611108862484,3.12658522654146,5.16618084126086,"IAV+"
"1516",2.83833526562831,-2.44722049000277,-2.67591135845724,0.158853109825036,-4.99518622274847,-2.09323559887979,0.49448117350444,3.917245846896,4.80263827423447,"IAV-"
"1527",1.87152683225494,-2.32600041634307,-2.63251806159264,1.54322558116062,-2.66287965809445,-0.224944137073627,-0.295674481689009,-1.32934753328544,6.05661187466267,"IAV-"
"1528",2.65841783683391,-2.09940490052183,-2.22947615961056,0.23404573143747,-4.58500586913202,-1.87967849691675,-0.178160441151327,2.95738544075868,5.12187685830242,"IAV-"
"1554",3.729965128489,0.304631810850176,1.42926505259262,-2.29469395468298,-3.80195126047923,-2.79550472879028,-4.56500093302633,3.50661415598867,4.48667472905835,"IAV-"
"1555",0.0972472861154726,0.637748514944693,-0.974012191461344,0.655076529334867,0.626268398507277,-3.91289311335164,-0.898503754558986,-0.236207842808565,4.00527617327822,"IAV-"
"1556",-1.42877936516095,0.683723603795148,-1.86461948625645,1.85895867358399,1.61110257862881,-1.79200785935525,0.114944885505324,-4.16505230890569,4.98172927816507,"IAV+"
"1562",0.423019510882892,-0.908455908398953,-2.22753782176997,1.37755075692217,-2.88549723973819,-0.423255500390228,-0.107952614801373,-1.63054092768315,6.3826697449768,"IAV-"
"1563",2.18466824346903,-1.86673624562603,-2.12763509472285,0.576253182878909,-5.24700420378799,-1.98644365613732,-0.26338778064597,2.95783684149059,5.77244871308163,"IAV-"
