Analyte,Type,Well,Description,%CV,Conc in Range,Obs Conc,Exp Conc,(Obs/Exp) * 100,Dilution
IP-10 (57),X14,"C6,D6",1403,18.45,OOR <,OOR <,,,3
IP-10 (57),X15,"E6,F6",1404,6.15,OOR <,OOR <,,,3
IP-10 (57),X16,"G6,H6",1405,5.24,OOR <,OOR <,,,3
IP-10 (57),X17,"A7,B7",1407,5.66,OOR <,OOR <,,,3
IP-10 (57),X18,"C7,D7",1414,3.01,OOR <,OOR <,,,3
IP-10 (57),X19,"E7,F7",1430,0,OOR <,OOR <,,,3
IP-10 (57),X20,"G7,H7",1461,0,OOR <,OOR <,,,3
IP-10 (57),X21,"A8,B8",1463,5.66,OOR <,OOR <,,,3
IP-10 (57),X22,"C8,D8",1465,6.73,OOR <,OOR <,,,3
IP-10 (57),X23,"E8,F8",1476,6.15,OOR <,OOR <,,,3
IP-10 (57),X24,"G8,H8",1505,2.32,OOR <,OOR <,,,3
IP-10 (57),X25,"A9,B9",1513,0,OOR <,OOR <,,,3
IP-10 (57),X26,"C9,D9",1516,0,OOR <,OOR <,,,3
IP-10 (57),X27,"E9,F9",1527,11.79,OOR <,OOR <,,,3
IP-10 (57),X28,"G9,H9",1528,5.66,OOR <,OOR <,,,3
IP-10 (57),X29,"A10,B10",1554,2.67,OOR <,OOR <,,,3
IP-10 (57),X30,"C10,D10",1555,5.05,OOR <,OOR <,,,3
IP-10 (57),X31,"E10,F10",1556,3.14,OOR <,OOR <,,,3
IP-10 (57),X32,"G10,H10",1562,4.56,OOR <,OOR <,,,3
IP-10 (57),X33,"A11,B11",1563,3.29,OOR <,OOR <,,,3
IP-10 (57),X34,"C11,D11",1581,2.18,OOR <,OOR <,,,3
IP-10 (57),X35,"E11,F11",1586,6.15,OOR <,OOR <,,,3
IP-10 (57),X36,"G11,H11",1663,11.79,OOR <,OOR <,,,3
IP-10 (57),X37,"A12,B12",1394,0,OOR <,OOR <,,,3
IP-10 (57),X38,"C12,D12",1391,2.11,OOR <,OOR <,,,3
IP-10 (57),X39,"E12,F12",1379,5.94,OOR <,OOR <,,,3
IP-10 (57),X40,"G12,H12",1501,3.01,OOR <,OOR <,,,3
KC-like (61),B,"A1,B1",,0,,,,,1
KC-like (61),S1,"C1,D1",,1.49,12.26,12.26,12.21,100,1
KC-like (61),S2,"E1,F1",,3.59,47.81,47.81,48.83,98,1
KC-like (61),S3,"G1,H1",,8.32,203.36,203.36,195.31,104,1
KC-like (61),S4,"A2,B2",,0.76,754.33,754.33,781.25,97,1
KC-like (61),S5,"C2,D2",,1.34,3233.43,3233.43,3125,103,1
KC-like (61),S6,"E2,F2",,3.9,11662.11,11662.11,12500,93,1
KC-like (61),S7,"G2,H2",,0.18,63840.19,63840.19,50000,128,1
KC-like (61),X1,"A3,B3",QC1,3.63,589.86,589.86,,,1
KC-like (61),X2,"C3,D3",QC2,3.23,2592.2,2592.2,,,1
KC-like (61),X3,"E3,F3",1325,8.32,OOR <,*1.94,,,3
KC-like (61),X4,"G3,H3",1327,0,OOR <,*1.43,,,3
KC-like (61),X5,"A4,B4",1337,4.88,OOR <,*0.66,,,3
KC-like (61),X6,"C4,D4",1348,9.43,OOR <,*0.92,,,3
KC-like (61),X7,"E4,F4",1351,10.88,OOR <,OOR <,,,3
KC-like (61),X8,"G4,H4",1354,0,OOR <,*0.39,,,3
KC-like (61),X9,"A5,B5",1357,0,OOR <,OOR <,,,3
KC-like (61),X10,"C5,D5",1358,0,OOR <,OOR <,,,3
KC-like (61),X11,"E5,F5",1380,0,OOR <,OOR <,,,3
KC-like (61),X12,"G5,H5",1401,0,OOR <,OOR <,,,3
KC-like (61),X13,"A6,B6",1402,10.88,OOR <,OOR <,,,3
KC-like (61),X14,"C6,D6",1403,10.88,OOR <,OOR <,,,3
KC-like (61),X15,"E6,F6",1404,10.88,OOR <,OOR <,,,3
KC-like (61),X16,"G6,H6",1405,8.32,OOR <,*1.94,,,3
KC-like (61),X17,"A7,B7",1407,0,OOR <,*0.39,,,3
KC-like (61),X18,"C7,D7",1414,10.88,OOR <,OOR <,,,3
KC-like (61),X19,"E7,F7",1430,0,OOR <,*0.39,,,3
KC-like (61),X20,"G7,H7",1461,0,OOR <,OOR <,,,3
KC-like (61),X21,"A8,B8",1463,20.2,OOR <,*0.39,,,3
KC-like (61),X22,"C8,D8",1465,4.56,OOR <,*1.18,,,3
KC-like (61),X23,"E8,F8",1476,5.24,OOR <,*0.11,,,3
KC-like (61),X24,"G8,H8",1505,0,OOR <,*0.39,,,3
KC-like (61),X25,"A9,B9",1513,0,OOR <,*0.39,,,3
KC-like (61),X26,"C9,D9",1516,0,OOR <,*1.43,,,3
KC-like (61),X27,"E9,F9",1527,9.43,OOR <,*0.92,,,3
KC-like (61),X28,"G9,H9",1528,0,OOR <,*0.39,,,3
KC-like (61),X29,"A10,B10",1554,23.57,OOR <,OOR <,,,3
KC-like (61),X30,"C10,D10",1555,0,OOR <,*1.43,,,3
KC-like (61),X31,"E10,F10",1556,0,OOR <,*5.32,,,3
KC-like (61),X32,"G10,H10",1562,0,OOR <,*0.39,,,3
KC-like (61),X33,"A11,B11",1563,20.2,OOR <,*0.39,,,3
KC-like (61),X34,"C11,D11",1581,0,OOR <,*0.39,,,3
KC-like (61),X35,"E11,F11",1586,0,OOR <,OOR <,,,3
KC-like (61),X36,"G11,H11",1663,10.88,OOR <,OOR <,,,3
KC-like (61),X37,"A12,B12",1394,0,OOR <,*0.39,,,3
KC-like (61),X38,"C12,D12",1391,10.88,OOR <,OOR <,,,3
KC-like (61),X39,"E12,F12",1379,0,OOR <,*2.43,,,3
KC-like (61),X40,"G12,H12",1501,0,OOR <,OOR <,,,3
IL-10 (63),B,"A1,B1",,3.29,,,,,1
IL-10 (63),S1,"C1,D1",,0,11.24,11.24,12.21,92,1
IL-10 (63),S2,"E1,F1",,0.87,50.37,50.37,48.83,103,1
IL-10 (63),S3,"G1,H1",,7.04,197.88,197.88,195.31,101,1
IL-10 (63),S4,"A2,B2",,8.14,761.25,761.25,781.25,97,1
IL-10 (63),S5,"C2,D2",,4.55,3191.14,3191.14,3125,102,1
IL-10 (63),S6,"E2,F2",,3.05,12162.84,12162.84,12500,97,1
IL-10 (63),S7,"G2,H2",,4.09,56422.61,56422.61,50000,113,1
IL-10 (63),X1,"A3,B3",QC1,8.98,487.22,487.22,,,1
IL-10 (63),X2,"C3,D3",QC2,6.75,2327.9,2327.9,,,1
IL-10 (63),X3,"E3,F3",1325,0,OOR <,OOR <,,,3
IL-10 (63),X4,"G3,H3",1327,3.14,OOR <,OOR <,,,3
IL-10 (63),X5,"A4,B4",1337,0,OOR <,OOR <,,,3
IL-10 (63),X6,"C4,D4",1348,3.45,OOR <,OOR <,,,3
IL-10 (63),X7,"E4,F4",1351,0,OOR <,OOR <,,,3
IL-10 (63),X8,"G4,H4",1354,7.44,OOR <,OOR <,,,3
IL-10 (63),X9,"A5,B5",1357,6.73,OOR <,OOR <,,,3
IL-10 (63),X10,"C5,D5",1358,4.12,OOR <,*31.37,,,3
IL-10 (63),X11,"E5,F5",1380,2.89,OOR <,*19.21,,,3
IL-10 (63),X12,"G5,H5",1401,3.29,OOR <,OOR <,,,3
IL-10 (63),X13,"A6,B6",1402,4.88,OOR <,OOR <,,,3
IL-10 (63),X14,"C6,D6",1403,6.73,OOR <,OOR <,,,3
IL-10 (63),X15,"E6,F6",1404,3.82,OOR <,OOR <,,,3
IL-10 (63),X16,"G6,H6",1405,6.15,OOR <,*2.12,,,3
IL-10 (63),X17,"A7,B7",1407,3.63,OOR <,OOR <,,,3
IL-10 (63),X18,"C7,D7",1414,0,OOR <,OOR <,,,3
IL-10 (63),X19,"E7,F7",1430,0,OOR <,OOR <,,,3
IL-10 (63),X20,"G7,H7",1461,3.14,OOR <,OOR <,,,3
IL-10 (63),X21,"A8,B8",1463,7.44,OOR <,OOR <,,,3
IL-10 (63),X22,"C8,D8",1465,3.14,OOR <,OOR <,,,3
IL-10 (63),X23,"E8,F8",1476,3.63,OOR <,OOR <,,,3
IL-10 (63),X24,"G8,H8",1505,1.63,OOR <,OOR <,,,3
IL-10 (63),X25,"A9,B9",1513,2.89,OOR <,*19.21,,,3
IL-10 (63),X26,"C9,D9",1516,2.89,OOR <,*19.21,,,3
IL-10 (63),X27,"E9,F9",1527,3.29,OOR <,OOR <,,,3
IL-10 (63),X28,"G9,H9",1528,4.56,OOR <,*5.44,,,3
IL-10 (63),X29,"A10,B10",1554,3.01,OOR <,*8.45,,,3
IL-10 (63),X30,"C10,D10",1555,3.01,OOR <,*8.45,,,3
IL-10 (63),X31,"E10,F10",1556,3.29,OOR <,OOR <,,,3
IL-10 (63),X32,"G10,H10",1562,0,OOR <,OOR <,,,3
IL-10 (63),X33,"A11,B11",1563,0,OOR <,*8.45,,,3
IL-10 (63),X34,"C11,D11",1581,4.77,OOR <,OOR <,,,3
IL-10 (63),X35,"E11,F11",1586,0,OOR <,OOR <,,,3
IL-10 (63),X36,"G11,H11",1663,7.44,OOR <,OOR <,,,3
IL-10 (63),X37,"A12,B12",1394,0,OOR <,*2.12,,,3
IL-10 (63),X38,"C12,D12",1391,7.95,OOR <,OOR <,,,3
IL-10 (63),X39,"E12,F12",1379,2.77,OOR <,*29.01,,,3
IL-10 (63),X40,"G12,H12",1501,3.14,OOR <,OOR <,,,3
IL-18 (67),B,"A1,B1",,9.43,,,,,1
IL-18 (67),S1,"C1,D1",,9.43,12.19,12.19,12.21,100,1
IL-18 (67),S2,"E1,F1",,1.81,48.87,48.87,48.83,100,1
IL-18 (67),S3,"G1,H1",,10.55,196.01,196.01,195.31,100,1
IL-18 (67),S4,"A2,B2",,2.24,775.35,775.35,781.25,99,1
IL-18 (67),S5,"C2,D2",,1.31,3152.58,3152.58,3125,101,1
IL-18 (67),S6,"E2,F2",,4.17,12264.83,12264.83,12500,98,1
IL-18 (67),S7,"G2,H2",,1.47,53153.98,53153.98,50000,106,1
IL-18 (67),X1,"A3,B3",QC1,1.28,370.66,370.66,,,1
IL-18 (67),X2,"C3,D3",QC2,0.72,1866.17,1866.17,,,1
IL-18 (67),X3,"E3,F3",1325,2.57,OOR <,*31.02,,,3
IL-18 (67),X4,"G3,H3",1327,7.86,OOR <,*10.25,,,3
IL-18 (67),X5,"A4,B4",1337,4.16,45.54,45.54,,,3
IL-18 (67),X6,"C4,D4",1348,7.07,59.07,59.07,,,3
IL-18 (67),X7,"E4,F4",1351,5.05,OOR <,*32.13,,,3
IL-18 (67),X8,"G4,H4",1354,5.32,43.85,43.85,,,3
IL-18 (67),X9,"A5,B5",1357,1.99,48.91,48.91,,,3
IL-18 (67),X10,"C5,D5",1358,2.48,OOR <,*33.24,,,3
IL-18 (67),X11,"E5,F5",1380,3.21,68.15,68.15,,,3
IL-18 (67),X12,"G5,H5",1401,0,56.81,56.81,,,3
IL-18 (67),X13,"A6,B6",1402,2.54,63.04,63.04,,,3
IL-18 (67),X14,"C6,D6",1403,1.27,94.46,94.46,,,3
IL-18 (67),X15,"E6,F6",1404,3.45,61.34,61.34,,,3
IL-18 (67),X16,"G6,H6",1405,3.77,53.42,53.42,,,3
IL-18 (67),X17,"A7,B7",1407,3.1,46.1,46.1,,,3
IL-18 (67),X18,"C7,D7",1414,12.53,57.94,57.94,,,3
IL-18 (67),X19,"E7,F7",1430,5.66,53.42,53.42,,,3
IL-18 (67),X20,"G7,H7",1461,6.15,46.66,46.66,,,3
IL-18 (67),X21,"A8,B8",1463,2.18,42.17,42.17,,,3
IL-18 (67),X22,"C8,D8",1465,2.48,OOR <,*33.24,,,3
IL-18 (67),X23,"E8,F8",1476,2.11,44.42,44.42,,,3
IL-18 (67),X24,"G8,H8",1505,1.52,73.85,73.85,,,3
IL-18 (67),X25,"A9,B9",1513,1.17,37.14,37.14,,,3
IL-18 (67),X26,"C9,D9",1516,6.33,44.42,44.42,,,3
IL-18 (67),X27,"E9,F9",1527,1.08,42.73,42.73,,,3
IL-18 (67),X28,"G9,H9",1528,0,41.05,41.05,,,3
IL-18 (67),X29,"A10,B10",1554,2.42,67.58,67.58,,,3
IL-18 (67),X30,"C10,D10",1555,4.51,74.99,74.99,,,3
IL-18 (67),X31,"E10,F10",1556,3.45,61.34,61.34,,,3
IL-18 (67),X32,"G10,H10",1562,10.88,56.81,56.81,,,3
IL-18 (67),X33,"A11,B11",1563,4.21,101.94,101.94,,,3
IL-18 (67),X34,"C11,D11",1581,0,91.01,91.01,,,3
IL-18 (67),X35,"E11,F11",1586,3.82,73.28,73.28,,,3
IL-18 (67),X36,"G11,H11",1663,2.24,39.93,39.93,,,3
IL-18 (67),X37,"A12,B12",1394,2.24,39.93,39.93,,,3
IL-18 (67),X38,"C12,D12",1391,0,OOR <,*8.12,,,3
IL-18 (67),X39,"E12,F12",1379,6.37,OOR <,*31.58,,,3
IL-18 (67),X40,"G12,H12",1501,8.52,62.47,62.47,,,3
MCP-1 (74),B,"A1,B1",,14.63,,,,,1
MCP-1 (74),S1,"C1,D1",,,,,12.21,,1
MCP-1 (74),S2,"E1,F1",,4.71,56.38,56.38,48.83,115,1
MCP-1 (74),S3,"G1,H1",,18.55,194.99,194.99,195.31,100,1
MCP-1 (74),S4,"A2,B2",,3.14,796.62,796.62,781.25,102,1
MCP-1 (74),S5,"C2,D2",,0.46,2673.62,2673.62,3125,86,1
MCP-1 (74),S6,"E2,F2",,3.42,OOR >,7428.72,12500,59,1
MCP-1 (74),S7,"G2,H2",,0.35,OOR >,OOR >,50000,***,1
MCP-1 (74),X1,"A3,B3",QC1,12.03,330.33,330.33,,,1
MCP-1 (74),X2,"C3,D3",QC2,0.7,1769.16,1769.16,,,1
MCP-1 (74),X3,"E3,F3",1325,7.19,OOR <,OOR <,,,3
MCP-1 (74),X4,"G3,H3",1327,4.88,OOR <,OOR <,,,3
MCP-1 (74),X5,"A4,B4",1337,5.24,OOR <,OOR <,,,3
MCP-1 (74),X6,"C4,D4",1348,5.24,OOR <,OOR <,,,3
MCP-1 (74),X7,"E4,F4",1351,5.24,OOR <,OOR <,,,3
MCP-1 (74),X8,"G4,H4",1354,0,OOR <,OOR <,,,3
MCP-1 (74),X9,"A5,B5",1357,4.88,OOR <,OOR <,,,3
MCP-1 (74),X10,"C5,D5",1358,10.48,OOR <,OOR <,,,3
MCP-1 (74),X11,"E5,F5",1380,5.24,OOR <,OOR <,,,3
MCP-1 (74),X12,"G5,H5",1401,0,OOR <,OOR <,,,3
MCP-1 (74),X13,"A6,B6",1402,5.24,OOR <,OOR <,,,3
MCP-1 (74),X14,"C6,D6",1403,0,OOR <,OOR <,,,3
MCP-1 (74),X15,"E6,F6",1404,8.32,OOR <,OOR <,,,3
MCP-1 (74),X16,"G6,H6",1405,10.88,OOR <,OOR <,,,3
MCP-1 (74),X17,"A7,B7",1407,15.71,OOR <,OOR <,,,3
MCP-1 (74),X18,"C7,D7",1414,4.88,OOR <,OOR <,,,3
MCP-1 (74),X19,"E7,F7",1430,10.88,OOR <,OOR <,,,3
MCP-1 (74),X20,"G7,H7",1461,0,OOR <,OOR <,,,3
MCP-1 (74),X21,"A8,B8",1463,5.66,OOR <,OOR <,,,3
MCP-1 (74),X22,"C8,D8",1465,5.24,OOR <,OOR <,,,3
MCP-1 (74),X23,"E8,F8",1476,5.24,OOR <,OOR <,,,3
MCP-1 (74),X24,"G8,H8",1505,2.77,OOR <,OOR <,,,3
MCP-1 (74),X25,"A9,B9",1513,0,OOR <,OOR <,,,3
MCP-1 (74),X26,"C9,D9",1516,4.88,OOR <,OOR <,,,3
MCP-1 (74),X27,"E9,F9",1527,0,OOR <,OOR <,,,3
MCP-1 (74),X28,"G9,H9",1528,5.24,OOR <,OOR <,,,3
MCP-1 (74),X29,"A10,B10",1554,0,OOR <,OOR <,,,3
MCP-1 (74),X30,"C10,D10",1555,0,OOR <,OOR <,,,3
MCP-1 (74),X31,"E10,F10",1556,5.24,OOR <,OOR <,,,3
MCP-1 (74),X32,"G10,H10",1562,5.66,OOR <,OOR <,,,3
MCP-1 (74),X33,"A11,B11",1563,5.66,OOR <,OOR <,,,3
MCP-1 (74),X34,"C11,D11",1581,0,OOR <,OOR <,,,3
MCP-1 (74),X35,"E11,F11",1586,5.66,OOR <,OOR <,,,3
MCP-1 (74),X36,"G11,H11",1663,10.88,OOR <,OOR <,,,3
MCP-1 (74),X37,"A12,B12",1394,5.24,OOR <,OOR <,,,3
MCP-1 (74),X38,"C12,D12",1391,5.24,OOR <,OOR <,,,3
MCP-1 (74),X39,"E12,F12",1379,10.1,OOR <,OOR <,,,3
MCP-1 (74),X40,"G12,H12",1501,0,OOR <,OOR <,,,3
TNFa (76),B,"A1,B1",,6.03,,,,,1
TNFa (76),S1,"C1,D1",,1.58,11.86,11.86,12.21,97,1
TNFa (76),S2,"E1,F1",,1.58,50.43,50.43,48.83,103,1
TNFa (76),S3,"G1,H1",,9.68,192.13,192.13,195.31,98,1
TNFa (76),S4,"A2,B2",,4.36,777.42,777.42,781.25,100,1
TNFa (76),S5,"C2,D2",,0.2,3191.64,3191.64,3125,102,1
TNFa (76),S6,"E2,F2",,3.68,12129.59,12129.59,12500,97,1
TNFa (76),S7,"G2,H2",,1.04,51558.47,51558.47,50000,103,1
TNFa (76),X1,"A3,B3",QC1,6.39,296.34,296.34,,,1
TNFa (76),X2,"C3,D3",QC2,0.03,1398.29,1398.29,,,1
TNFa (76),X3,"E3,F3",1325,6.15,OOR <,OOR <,,,3
TNFa (76),X4,"G3,H3",1327,5.24,OOR <,OOR <,,,3
TNFa (76),X5,"A4,B4",1337,1.66,OOR <,OOR <,,,3
TNFa (76),X6,"C4,D4",1348,0,OOR <,OOR <,,,3
TNFa (76),X7,"E4,F4",1351,3.82,OOR <,OOR <,,,3
TNFa (76),X8,"G4,H4",1354,0,OOR <,OOR <,,,3
TNFa (76),X9,"A5,B5",1357,7.44,OOR <,OOR <,,,3
TNFa (76),X10,"C5,D5",1358,8.32,OOR <,OOR <,,,3
TNFa (76),X11,"E5,F5",1380,1.75,OOR <,OOR <,,,3
TNFa (76),X12,"G5,H5",1401,0,OOR <,OOR <,,,3
TNFa (76),X13,"A6,B6",1402,0,OOR <,OOR <,,,3
TNFa (76),X14,"C6,D6",1403,4.88,OOR <,OOR <,,,3
TNFa (76),X15,"E6,F6",1404,0,OOR <,OOR <,,,3
TNFa (76),X16,"G6,H6",1405,0,OOR <,OOR <,,,3
TNFa (76),X17,"A7,B7",1407,9.43,OOR <,OOR <,,,3
TNFa (76),X18,"C7,D7",1414,0,OOR <,OOR <,,,3
TNFa (76),X19,"E7,F7",1430,8.57,OOR <,OOR <,,,3
TNFa (76),X20,"G7,H7",1461,0,OOR <,OOR <,,,3
TNFa (76),X21,"A8,B8",1463,6.73,OOR <,OOR <,,,3
TNFa (76),X22,"C8,D8",1465,0,OOR <,OOR <,,,3
TNFa (76),X23,"E8,F8",1476,3.01,OOR <,OOR <,,,3
TNFa (76),X24,"G8,H8",1505,1.89,OOR <,OOR <,,,3
TNFa (76),X25,"A9,B9",1513,0,OOR <,OOR <,,,3
TNFa (76),X26,"C9,D9",1516,7.86,OOR <,OOR <,,,3
TNFa (76),X27,"E9,F9",1527,4.29,OOR <,OOR <,,,3
TNFa (76),X28,"G9,H9",1528,0,OOR <,OOR <,,,3
TNFa (76),X29,"A10,B10",1554,4.04,OOR <,OOR <,,,3
TNFa (76),X30,"C10,D10",1555,0,OOR <,OOR <,,,3
TNFa (76),X31,"E10,F10",1556,3.63,OOR <,OOR <,,,3
TNFa (76),X32,"G10,H10",1562,4.29,OOR <,OOR <,,,3
TNFa (76),X33,"A11,B11",1563,2.05,OOR <,OOR <,,,3
TNFa (76),X34,"C11,D11",1581,1.66,OOR <,OOR <,,,3
TNFa (76),X35,"E11,F11",1586,0,OOR <,OOR <,,,3
TNFa (76),X36,"G11,H11",1663,0,OOR <,OOR <,,,3
TNFa (76),X37,"A12,B12",1394,2.05,OOR <,OOR <,,,3
TNFa (76),X38,"C12,D12",1391,4.04,OOR <,OOR <,,,3
TNFa (76),X39,"E12,F12",1379,3.63,OOR <,OOR <,,,3
TNFa (76),X40,"G12,H12",1501,7.86,OOR <,OOR <,,,3
